UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
218894,"R",88147219,"R",144033895,"R",8806749,"R",152840644,"R",240987863,"R",33283814,"R",1304734,"R",12951162,"R",14255896,"R",661727,"R",191502841,"R",192164568,"R",206420464,"R",14810315,"R",150874183,"R",24975139,"Z",0,"R",-122808424,"R",53040898,"R",11967500,"R",11417341,"R",217004492,"R",39314706,"R",79378,"R",279783417,"R",128254615,"R",0,"R",1311842,"R",115226504,"R",115186950,"R",39554,"R",53001344,"R",0,"R",53040898,"R",22956886,"R",400,"R",19416523,"R",698289,"Z",0,"R",698289,"R",2799807,"A",,"R",57114,"A",,"R",15067,"R",45944086,"R",0,"R",20831428,"R",14837445,"R",31011168,"R",889676,"R",0,"R",0,"R",43975,"R",1023822,"R",68637514,"R",114581600,"R",644904,"R",0,"R",0,"R",0,"R",644904,"R",115226504,"R",44594739,"R",21629755,"Z",0,"Z",0,"Z",0,"Z",0,"R",11412472,"R",3820475,"R",13699898,"R",5848498,"R",22138864,"R",8443155,"R",14403086,"R",5156220,"R",607478,"A",,"A",,"A",,"A",,"R",3781671,"R",0,"R",115186950,"R",40349361,"R",18908217,"R",12344711,"R",8320725,"R",45878,"R",35218058,1 ,"R",1445617,"R",98597072,"R",3952816,"R",14895509,1 ,"R",2336054,"R",88970072,"R",10857499,"R",18388305,"R",13993567,"R",5970056,"R",19416523,"Z",0,"R",486103,"R",2123237,"R",41989486,"R",26401254,"R",1185146,"R",27586400,"R",14403086,"R",10269990,"R",9828778,"R",441212,"R",890807,"R",852537,"R",38270,"R",14489099,"R",13866629,"R",622470,"R",0,"R",0,"R",0,"R",378249,"R",361996,"R",16253,"R",1558255,"R",1491314,"R",66941,1 ,"R",4455942,"R",5557112,"R",1101170,"R",70794,"R",1104963,"R",-132500,"R",57913,"R",4557793,"R",117537668,"R",7544420,"R",232759594,"R",61741581,"R",1966461,"R",112979875
218955,"R",12160106,"R",1639198,"R",127190,"R",1766388,"R",13926494,"R",3116594,"R",0,"R",1922436,"R",1922436,"R",0,"R",15097649,"R",15097649,"R",17020085,"R",806503,"R",1766388,"R",0,"R",7257,"R",-2557145,"R",-783500,"R",478869,"R",0,"R",3872167,"R",2529073,"R",0,"R",6880109,"R",5422441,"R",0,"R",0,"R",8037336,"R",7983040,"R",54296,"R",-837796,"R",0,"R",-783500,"R",239217,"R",533567,"R",1352437,"R",12917,"R",0,"R",12917,"R",17628,"A",,"R",0,"A",,"R",27532,"R",2183298,"R",0,"R",2827995,"R",1085415,"R",1643476,"R",0,"R",0,"R",0,"R",12142,"R",0,"R",5569028,"R",7752326,"R",155510,"R",129500,"Z",0,"R",0,"R",285010,"R",8037336,"R",3487735,"R",1595843,"R",0,"R",0,"R",0,"R",0,"R",1006121,"R",450319,"R",848797,"R",398291,"R",1401609,"R",721219,"R",434635,"R",185191,"R",26871,"A",,"A",,"A",,"A",,"R",618952,"R",0,"R",7983040,"R",3192543,"R",1965215,"R",776629,"R",374105,"R",0,"R",1674548,1 ,"R",345578,"R",7933444,"R",197038,"R",1403455,1 ,"R",237374,"R",6852871,"R",609465,"R",1713139,"R",1331828,"R",168482,"R",1272520,"R",0,"R",4938,"R",14394,"R",2792162,"R",2212120,"R",145407,"R",2357527,"R",434635,"R",1052329,"R",939600,"R",112729,"R",0,"Z",0,"Z",0,"R",1305198,"R",1272520,"R",32678,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,1 ,"R",7192,"R",7257,"R",65,"R",0,"R",65,"R",0,"R",0,"R",388238,"R",7752326,"R",673248,"R",11019476,"R",9919079,"R",0,"R",7364088
218964,"R",51133333,"R",87792179,"R",14137745,"R",101929924,"R",153063257,"R",38641203,"R",5467320,"R",22915438,"R",28382758,"R",19448551,"R",208331884,"R",227780435,"R",256163193,"R",16986703,"R",62228551,"R",2307712,"R",499628,"R",-146481327,"R",-81445436,"R",4689853,"R",0,"R",184917978,"R",19322400,"R",0,"R",208930231,"R",121138052,"R",0,"R",0,"R",143343440,"R",135417211,"R",7926229,"R",-89371665,"R",0,"R",-81445436,"R",48210065,"R",3542251,"R",25529878,"R",137949,"R",0,"R",137949,"R",11366035,"R",0,"R",1361256,"R",0,"R",2714126,"R",92861560,"R",0,"R",20288826,"R",0,"R",24394503,"R",0,"R",0,"R",2211903,"R",56768,"R",855899,"R",47807899,"R",140669459,"R",2673981,"R",0,"R",0,"R",0,"R",2673981,"R",143343440,"R",45324428,"R",26889641,"R",2067690,"R",836764,"R",10435393,"R",1565637,"R",8305268,"R",4344865,"R",17222163,"R",6652621,"R",12604907,"R",6459642,"R",12291949,"R",9982969,"R",2844608,"R",0,"R",0,"R",0,"R",0,"R",17182444,"R",505000,"R",135417211,"R",50098778,"R",26355472,"R",11951041,"R",3884980,"R",909848,"R",42217092,1 ,"R",10721564,"R",101672982,"R",3471309,"R",16179538,1 ,"R",6382175,"R",102144088,"R",13483027,"R",21459892,"R",9195721,"R",3495976,"R",14654562,"R",0,"R",1738175,"R",18470171,"R",47554605,"R",35262656,"R",0,"R",35262656,"R",12291949,"R",7264557,"R",7264557,"R",0,"R",456641,"R",456641,"R",0,"R",11570004,"R",11570004,"R",0,"R",0,"R",0,"R",0,"R",1373146,"R",1373146,"R",0,"R",14598308,"R",14598308,"R",0,1 ,"R",58872128,"R",75423258,"R",16551130,"R",3910045,"R",17306378,"R",-3217312,"R",-1447981,"R",22856636,"R",156628656,"R",24776003,"R",170326885,"R",50897031,"R",36780871,"R",140717268
218991,"R",36556651,"R",26835798,"R",14199939,"R",41035737,"R",77592388,"R",13330775,"R",0,"R",6546728,"R",6546728,"R",0,"R",72416370,"R",72416370,"R",78963098,"R",7783576,"R",40542814,"R",0,"R",0,"R",-36366325,"R",4176489,"R",10446891,"R",0,"R",43315650,"R",9985422,"R",12448642,"R",76196605,"R",35653790,"R",0,"R",0,"R",50568229,"R",45384091,"R",5184138,"R",-1007648,"R",-1,"R",4176489,"R",10516772,"R",7682710,"R",9233735,"R",20123,"Z",0,"R",20123,"R",400570,"A",,"R",634436,"A",,"R",208459,"R",28696805,"R",0,"R",8524723,"R",4645450,"R",7302031,"R",0,"R",0,"R",0,"R",-12109,"R",253865,"R",20713960,"R",49410765,"R",1157464,"R",0,"R",0,"R",0,"R",1157464,"R",50568229,"R",17896593,"R",9297939,"Z",0,"Z",0,"Z",0,"Z",0,"R",5555150,"R",2779191,"R",3883099,"R",2175911,"R",8454672,"R",3082735,"R",7785587,"R",59312,"R",0,"A",,"A",,"A",,"A",,"R",1749678,"R",0,"R",45384091,"R",17335776,"R",7995733,"R",4284585,"R",2158305,"R",0,"R",13609692,1 ,"R",796559,"R",37527643,"R",2707245,"R",6001504,1 ,"R",699254,"R",34363132,"R",5076331,"R",7329271,"R",5772385,"R",2214486,"R",8705525,"Z",0,"Z",0,"R",849280,"R",17541676,"R",9756089,"R",0,"R",9756089,"R",7785587,"R",3210406,"R",3210406,"R",0,"R",1231622,"R",1231622,"R",0,"R",4841720,"R",4841720,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",472341,"R",472341,"R",0,1 ,"R",6402434,"R",7952548,"R",1550114,"R",104659,"R",1640691,"R",-195236,"R",0,"R",5663871,"R",49872699,"R",9795008,"R",72572987,"R",30938918,"R",0,"R",44205828
219046,"R",21840721,"R",82420547,"R",1027932,"R",83448479,"R",105289200,"R",59639,"R",1346756,"R",3979208,"R",5325964,"R",14098012,"R",3847806,"R",17945818,"R",23271782,"R",0,"R",67035418,"R",2346154,"R",0,"R",12695485,"R",82077057,"R",8013626,"R",17756161,"R",108664165,"R",15070874,"R",1805638,"R",151310464,"R",68899916,"R",0,"R",0,"R",49597750,"R",47430654,"R",2167096,"R",76316207,"R",3593754,"R",82077057,"R",16188137,"R",5394699,"R",823944,"R",2577,"R",0,"R",2577,"R",3198423,"R",0,"R",0,"R",0,"R",2874034,"R",28481814,"R",0,"R",10263543,"R",0,"R",5624040,"Z",0,"Z",0,"R",3081926,"R",143599,"R",1083531,"R",20196639,"R",48678453,"R",466325,"R",1738062,"R",0,"R",-1285090,"R",919297,"R",49597750,"R",15383500,"R",10050887,"R",1285462,"R",651185,"R",693364,"R",417252,"R",4452264,"R",1923059,"R",5796771,"R",2921747,"R",10490338,"R",3213560,"R",4036920,"R",4645212,"R",976872,"R",0,"R",0,"R",0,"R",0,"R",646823,"R",0,"R",47430654,"R",20154562,"R",6463183,"R",4201717,"R",4631843,"R",674327,"R",11305022,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",3464726,"R",2253490,"R",264526,"R",0,"R",3137021,"R",349607,"R",9469370,"R",4276649,"R",1155801,"R",5432450,"R",4036920,"R",2460379,"R",1936912,"R",523467,"R",244160,"R",192213,"R",51947,"R",187846,"R",147880,"R",39966,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2540065,"R",1999644,"R",540421,1 ,"R",17168251,"R",20661457,"R",3493206,"R",2508348,"R",1590120,"R",-605262,"R",0,"R",3517655,"R",52400216,"R",7270839,"R",82561296,"R",18859408,"R",31722938,"R",50602093
219082,"R",25761726,"R",58061477,"R",15668076,"R",73729553,"R",99491279,"R",0,"R",1047967,"R",16877550,"R",17925517,"R",25584672,"R",3833313,"R",29417985,"R",47343502,"R",3204,"R",46406924,"R",1654913,"R",0,"R",4082736,"R",52144573,"R",1713496,"R",3849828,"R",84745894,"R",8757780,"R",13731259,"R",112798257,"R",40645779,"R",4976,"R",0,"R",55326152,"R",52339728,"R",2986424,"R",49158149,"R",0,"R",52144573,"R",17206184,"R",4753116,"R",2124330,"R",3539920,"R",0,"R",3539920,"R",4483631,"R",0,"R",2201459,"R",0,"R",26741,"R",34335381,"R",0,"R",10850144,"R",0,"R",4860148,"R",0,"R",0,"R",1823132,"R",147456,"R",520169,"R",18201049,"R",52536430,"R",0,"R",2789722,"Z",0,"R",0,"R",2789722,"R",55326152,"R",19084245,"R",12522814,"R",3178998,"R",1234478,"R",2236591,"R",1168857,"R",3889198,"R",1978242,"R",6312424,"R",2792841,"R",10704001,"R",3809853,"R",1997265,"R",4571942,"R",633076,"R",0,"R",0,"R",0,"R",0,"R",365064,"R",100,"R",52339728,"R",24140261,"R",6589083,"R",1828850,"R",3592526,"R",909803,"R",15279205,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",2394749,"R",785014,"R",430484,"R",0,"R",3223874,"R",0,"R",6834121,"R",3827404,"R",1009452,"R",4836856,"R",1997265,"R",2394749,"R",1894965,"R",499784,"R",785014,"R",621182,"R",163832,"R",430484,"R",340642,"R",89842,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1226609,"R",970615,"R",255994,1 ,"R",16163780,"R",20100925,"R",3937145,"R",442771,"R",3521902,"R",802620,"R",-830148,"R",2842555,"R",56440550,"R",17692370,"R",67217037,"R",9957620,"R",25034429,"R",55659146
219143,"R",12796559,"R",23217464,"R",0,"R",23217464,"R",36014023,"Z",0,"Z",0,"R",2635800,"R",2635800,"Z",0,"Z",0,"Z",0,"R",2635800,"R",0,"R",23217464,"Z",0,"Z",0,"R",10160759,"R",33378223,"R",4715283,"Z",0,"R",18048921,"R",15793415,"R",0,"R",38557619,"R",15575307,"Z",0,"Z",0,"R",31846077,"R",24541780,"R",7304297,"R",29950030,"R",-3876104,"R",33378223,"R",10899599,"R",2773627,"Z",0,"Z",0,"Z",0,"Z",0,"R",235141,"A",,"R",278704,"A",,"R",2107915,"R",16294986,"Z",0,"R",9987527,"Z",0,"R",4578493,"R",82366,"R",0,"R",0,"R",74197,"R",828508,"R",15551091,"R",31846077,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31846077,"R",14958553,"R",9053830,"R",0,"R",0,"R",0,"R",0,"R",2303055,"R",862548,"R",2648858,"R",526828,"R",2677672,"R",985198,"R",0,"R",285503,"R",32531,"A",,"A",,"A",,"A",,"R",1668139,"R",449443,"R",24541780,"R",11910378,"R",3014188,"R",2062616,"R",898528,"R",0,"R",6656070,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",3222813,"R",82366,"R",337028,"R",1942840,"R",433247,"R",1300770,"R",7319064,"R",5342917,"R",1976147,"R",7319064,"R",0,"R",3222813,"R",2352653,"R",870160,"R",1355680,"R",989646,"R",366034,"R",337028,"R",246030,"R",90998,"R",1942840,"R",1418273,"R",524567,"R",460703,"R",336315,"R",124388,"R",0,"R",0,"R",0,1 ,"R",6589463,"R",16442342,"R",9852879,"R",6589463,"R",0,"R",0,"R",3263416,"R",2314702,"R",26995847,"R",2314702,"R",10160759,"R",12691384,"R",2635800,"R",24652345
219189,"R",12016617,"R",13575629,"R",1433646,"R",15009275,"R",27025892,"R",2165182,"R",218733,"R",999411,"R",1218144,"R",2557505,"R",0,"R",2557505,"R",3775649,"R",1841011,"R",11310629,"R",11743851,"R",0,"R",519934,"R",23574414,"R",773740,"R",0,"R",7713317,"R",17992448,"R",580932,"R",27060437,"R",13484808,"R",0,"R",0,"R",24683498,"R",19266715,"R",5416783,"R",17654512,"R",503119,"R",23574414,"R",2630814,"R",1955651,"R",0,"R",0,"R",0,"R",0,"R",1958904,"A",,"R",0,"A",,"R",2209126,"R",8754495,"R",0,"R",4321988,"R",0,"R",2131172,"R",0,"R",0,"R",5472025,"R",90641,"R",0,"R",12015826,"R",20770321,"R",0,"R",0,"R",0,"R",3913177,"R",3913177,"R",24683498,"R",9581464,"R",4817026,"R",0,"R",0,"R",0,"R",0,"R",456934,"R",290273,"R",1143741,"R",650451,"R",4139792,"R",971963,"R",0,"R",1783240,"R",131432,"A",,"A",,"A",,"A",,"R",2161544,"R",0,"R",19266715,"R",6861145,"R",2079290,"R",933554,"R",1546693,"R",94875,"R",7751158,1 ,"R",651726,"R",-13306,"R",1841011,"R",2165182,2 ,"A",,"A",,"A",,"A",,"R",1979620,"R",218516,"R",185432,"R",0,"R",0,"R",1529602,"R",3913170,"R",3913170,"R",0,"R",3913170,"R",0,"R",1979620,"R",1979620,"R",0,"R",218516,"R",218516,"R",0,"R",185432,"R",185432,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1529602,"R",1529602,"R",0,1 ,"R",3651238,"R",4349028,"R",697790,"R",133775,"R",691663,"R",127648,"R",-255296,"R",5416783,"R",24683498,"R",6219902,"R",23574414,"R",12263785,"R",2515000,"R",19266715
219259,"R",19015129,"R",96902898,"R",39163677,"R",136066575,"R",155081704,"R",82493,"R",849566,"R",3601362,"R",4450928,"R",14094945,"R",4867456,"R",18962401,"R",23413329,"R",5719,"R",117913467,"R",2939866,"R",0,"R",10891816,"R",131745149,"R",9019866,"R",4009225,"R",132020293,"R",9881169,"R",35522886,"R",190453439,"R",56281512,"R",0,"R",0,"R",74007322,"R",45308274,"R",28699048,"R",103046101,"R",0,"R",131745149,"R",9852483,"R",1294482,"R",83658,"R",908298,"R",0,"R",908298,"R",3696795,"R",0,"R",1827999,"R",0,"R",70795,"R",17734510,"R",0,"R",16177427,"R",0,"R",5710205,"R",357138,"R",0,"R",3998942,"R",108651,"R",322938,"R",26675301,"R",44409811,"R",325676,"R",28742877,"R",0,"R",528958,"R",29597511,"R",74007322,"R",18062897,"R",10784889,"R",272503,"R",91502,"R",683178,"R",353249,"R",4482843,"R",2302891,"R",6611417,"R",3623273,"R",5508262,"R",2986938,"R",1809978,"R",6123775,"R",927125,"R",0,"R",0,"R",0,"R",0,"R",1753421,"R",0,"R",45308274,"R",21069867,"R",6171448,"R",4863299,"R",4643244,"R",541440,"R",8018976,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",1948836,"R",477901,"R",357138,"R",0,"R",3966874,"R",0,"R",6750749,"R",3847909,"R",1092862,"R",4940771,"R",1809978,"R",1475112,"R",1148828,"R",326284,"R",361733,"R",281720,"R",80013,"R",270325,"R",210531,"R",59794,"R",0,"R",0,"R",0,"R",2833601,"R",2206830,"R",626771,"R",0,"R",0,"R",0,1 ,"R",31232627,"R",37554641,"R",6322014,"R",1254779,"R",6993913,"R",1926678,"R",-3853356,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
219277,"R",113396468,"R",23409201,"R",0,"R",23409201,"R",136805669,"R",0,"R",0,"R",36366342,"R",36366342,"R",0,"R",200302,"R",200302,"R",36566644,"R",0,"R",23409201,"R",19623153,"R",15170607,"R",42036064,"R",100239025,"R",3211735,"R",0,"R",31632365,"R",7563573,"R",2101343,"R",44509016,"R",21099815,"R",0,"R",0,"R",57949482,"R",47150902,"R",10798580,"R",85374322,"R",4066123,"R",100239025,"R",2871953,"R",29997777,"R",0,"R",451416,"R",0,"R",451416,"R",86050,"R",0,"R",0,"R",0,"R",178865,"R",33586061,"R",0,"R",0,"R",0,"R",3664709,"R",0,"R",0,"R",6508660,"R",12077679,"R",0,"R",22251048,"R",55837109,"R",0,"R",341825,"R",1770548,"R",0,"R",2112373,"R",57949482,"R",4146623,"R",2514456,"R",28067,"R",11011,"R",6726081,"R",3904355,"R",8053171,"R",4942751,"R",5249118,"R",681292,"R",6462012,"R",1867696,"R",8980216,"R",1175200,"R",119907,"R",0,"R",0,"R",0,"R",0,"R",6330414,"R",0,"R",47150902,"R",14041468,"R",3997745,"R",930668,"R",1321263,"R",0,"R",26859758,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",3144510,"R",3395369,"R",0,"R",380574,"R",1882202,"R",305772,"R",9108427,"R",128211,"R",0,"R",128211,"R",8980216,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",128211,"R",128211,"R",0,"R",0,"R",0,"R",0,1 ,"R",53448131,"R",68734685,"R",15286554,"R",3874496,"R",11754213,"R",-342155,"R",0,"R",0,"R",57949482,"R",10798580,"R",96172902,"R",56902272,"R",0,"R",47150902
219347,"R",23586410,"R",92988297,"R",3532098,"R",96520395,"R",120106805,"R",509363,"R",2330775,"R",4709853,"R",7040628,"R",29810124,"R",3662279,"R",33472403,"R",40513031,"R",0,"R",62997947,"R",4820072,"R",935617,"R",11349501,"R",80103137,"R",5269664,"R",9388953,"R",115165238,"R",40637379,"R",2369192,"R",172830426,"R",79849478,"R",7348,"R",0,"R",72683056,"R",71767046,"R",916010,"R",79187127,"R",0,"R",80103137,"R",17793552,"R",12769266,"R",2103499,"R",5926941,"R",0,"R",5926941,"R",6403373,"R",0,"R",1861556,"R",0,"R",44282,"R",46902469,"R",0,"R",18595753,"R",0,"R",5329017,"R",549032,"R",0,"R",0,"R",160477,"R",0,"R",24634279,"R",71536748,"R",0,"R",1036274,"R",0,"R",110034,"R",1146308,"R",72683056,"R",24421912,"R",17600675,"R",13785240,"R",6143180,"R",803588,"R",555319,"R",5049955,"R",2770651,"R",6463432,"R",3799772,"R",8563192,"R",3480030,"R",3498009,"R",9152763,"R",988584,"R",0,"R",0,"R",0,"R",0,"R",28955,"R",0,"R",71767046,"R",35338211,"R",8629732,"R",5687055,"R",4260267,"R",1378731,"R",16473050,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",1741099,"R",474436,"R",752765,"R",0,"R",4790440,"R",2111450,"R",9870190,"R",4952661,"R",1419520,"R",6372181,"R",3498009,"R",1259734,"R",982593,"R",277141,"R",223501,"R",174331,"R",49170,"R",563860,"R",439811,"R",124049,"R",0,"R",0,"R",0,"R",3588297,"R",2798872,"R",789425,"R",736789,"R",557054,"R",179735,1 ,"R",77193803,"R",92609450,"R",15415647,"R",5065038,"R",12125699,"R",-1775090,"R",0,"R",576056,"R",96671277,"R",18829855,"R",177228814,"R",30125792,"R",30136730,"R",78987730
219356,"R",102100443,"R",601562301,"R",31775792,"R",633338093,"R",735438536,"R",1490459,"R",9250498,"R",22603923,"R",31854421,"R",149376176,"R",21397106,"R",170773282,"R",202627703,"R",744171,"R",466522410,"R",8188090,"R",1103358,"R",57743263,"R",533557121,"R",38723464,"R",32200011,"R",720640421,"R",132495852,"R",55801957,"R",979861705,"R",353677999,"R",210671,"R",0,"R",319997477,"R",285237488,"R",34759989,"R",498797132,"R",0,"R",533557121,"R",83842442,"R",23535055,"R",5909981,"R",14524286,"R",0,"R",14524286,"R",30330794,"R",0,"R",25574806,"R",0,"R",388702,"R",184106066,"R",5564341,"R",76971845,"R",0,"R",24698404,"R",0,"R",0,"R",0,"R",664242,"R",1293945,"R",109192777,"R",293298843,"R",1800684,"R",20258849,"R",0,"R",4639101,"R",26698634,"R",319997477,"R",84205695,"R",50860004,"R",49911755,"R",21772638,"R",31523815,"R",14196989,"R",23864947,"R",10174614,"R",32866987,"R",11905225,"R",20398846,"R",9814554,"R",11880967,"R",30257367,"R",3401334,"R",0,"R",0,"R",0,"R",0,"R",327109,"R",1,"R",285237488,"R",122125359,"R",32521237,"R",41426399,"R",25536679,"R",6416434,"R",57211380,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",8446714,"R",5442679,"R",2651880,"R",0,"R",10764581,"R",3290228,"R",30596082,"R",14633348,"R",4081767,"R",18715115,"R",11880967,"R",5737282,"R",4485981,"R",1251301,"R",1652297,"R",1291931,"R",360366,"R",1801243,"R",1408392,"R",392851,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9524293,"R",7447044,"R",2077249,1 ,"R",176585111,"R",225563332,"R",48978221,"R",38309742,"R",16893580,"R",-6225101,"R",0,"R",8750191,"R",329708182,"R",74211334,"R",685421994,"R",138164345,"R",215173130,"R",320957991
219408,"R",11812476,"R",9736911,"R",1510687,"R",11247598,"R",23060074,"R",0,"R",30169,"R",8785684,"R",8815853,"R",945171,"R",0,"R",945171,"R",9761024,"R",0,"R",8226224,"R",0,"R",1510687,"R",3562139,"R",13299050,"R",0,"R",0,"R",14473057,"R",2807146,"R",107872,"R",17388075,"R",7651164,"R",0,"R",0,"R",8125107,"R",6292470,"R",1832637,"R",11439831,"R",26582,"R",13299050,"R",100193,"R",6127368,"R",0,"R",144976,"R",94631,"R",50345,"R",144412,"A",,"R",0,"A",,"R",335086,"R",6852035,"R",0,"R",0,"R",0,"R",339147,"R",0,"R",0,"R",162789,"R",5918,"R",94764,"R",602618,"R",7454653,"R",0,"R",0,"R",0,"R",670454,"R",670454,"R",8125107,"R",1392869,"R",1028325,"R",0,"R",0,"R",0,"R",0,"R",49727,"R",39381,"R",481868,"R",384261,"R",3483209,"R",1371559,"R",477190,"R",407607,"R",142064,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",6292470,"R",2965590,"R",614678,"R",2068186,"R",625271,"R",18745,"R",0,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",339147,"R",454441,"R",15550,"R",0,"R",203964,"R",33860,"R",1046962,"R",427329,"R",142443,"R",569772,"R",477190,"R",275772,"R",206829,"R",68943,"R",235865,"R",176899,"R",58966,"R",4156,"R",3117,"R",1039,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53979,"R",40484,"R",13495,1 ,"R",1088783,"R",1090053,"R",1270,"R",0,"R",0,"R",0,"R",1270,"R",1731955,"R",8125107,"R",1832637,"R",13272468,"R",3535557,"R",415340,"R",6292470
